date,close,news_score
2023-09-29,171.21,0.103448275862069
2023-10-02,173.75,0.2272727272727273
2023-10-03,172.4,0.0416666666666666
2023-10-04,173.66,-0.15
2023-10-05,174.91,0.0769230769230769
2023-10-06,177.49,0.1666666666666667
2023-10-09,178.99,0.0
2023-10-10,178.39,0.0
2023-10-11,179.8,0.0434782608695652
2023-10-12,180.71,0.0769230769230769
2023-10-13,178.85,0.2608695652173913
2023-10-16,178.72,0.2962962962962963
2023-10-17,177.15,-0.0555555555555555
2023-10-18,175.84,0.0666666666666666
2023-10-19,175.46,0.2692307692307692
2023-10-20,172.88,0.0434782608695652
2023-10-23,173.0,0.0294117647058823
2023-10-24,173.44,-0.0909090909090909
2023-10-25,171.1,0.037037037037037
2023-10-26,166.89,-0.25
2023-10-27,168.22,0.1875
2023-10-30,170.29,-0.0204081632653061
2023-10-31,170.77,0.1463414634146341
2023-11-01,173.97,0.1621621621621622
2023-11-02,177.57,0.0588235294117647
2023-11-03,176.65,-0.1230769230769231
2023-11-06,179.23,0.0344827586206896
2023-11-07,181.82,0.1666666666666667
2023-11-08,182.89,0.0666666666666666
2023-11-09,182.41,0.0
2023-11-10,186.4,0.0
2023-11-13,184.8,0.1538461538461539
2023-11-14,187.44,0.2857142857142857
2023-11-15,188.01,0.1379310344827586
2023-11-16,189.71,0.1153846153846154
2023-11-17,189.69,-0.1333333333333333
2023-11-20,191.45,0.2105263157894737
2023-11-21,190.64,0.0967741935483871
2023-11-22,191.31,0.25
2023-11-24,189.97,0.1923076923076923
2023-11-27,189.79,0.3103448275862069
2023-11-28,190.4,0.12
2023-11-29,189.37,0.1666666666666667
2023-11-30,189.95,0.4615384615384616
2023-12-01,191.24,0.0909090909090909
2023-12-04,189.43,0.3809523809523809
2023-12-05,193.42,0.1666666666666667
2023-12-06,192.32,0.1463414634146341
2023-12-07,194.27,0.1142857142857143
2023-12-08,195.71,0.1555555555555556
2023-12-11,193.18,0.1
2023-12-12,194.71,-0.125
2023-12-13,197.96,0.09375
2023-12-14,198.11,0.2058823529411765
2023-12-15,197.57,0.1739130434782609
2023-12-18,195.89,-0.3103448275862069
2023-12-19,196.94,0.027027027027027
2023-12-20,194.83,0.2222222222222222
2023-12-21,194.68,-0.0277777777777777
2023-12-22,193.6,-0.1578947368421053
2023-12-26,193.05,-0.03125
2023-12-27,193.15,0.119047619047619
2023-12-28,193.58,0.2222222222222222
2023-12-29,192.53,0.25
2024-01-02,185.64,-0.5454545454545454
2024-01-03,184.25,-0.0256410256410256
2024-01-04,181.91,-0.1142857142857143
2024-01-05,181.18,-0.1212121212121212
2024-01-08,185.56,0.0625
2024-01-09,185.14,0.1875
2024-01-10,186.19,-0.074074074074074
2024-01-11,185.59,0.0689655172413793
2024-01-12,185.92,0.2333333333333333
2024-01-16,183.63,-0.0869565217391304
2024-01-17,182.68,0.0212765957446808
2024-01-18,188.63,0.2727272727272727
2024-01-19,191.56,0.1071428571428571
2024-01-22,193.89,0.1904761904761905
2024-01-23,195.18,0.0
2024-01-24,194.5,0.2
2024-01-25,194.17,0.1538461538461539
2024-01-26,192.42,0.0625
2024-01-29,191.73,0.0714285714285714
2024-01-30,188.04,0.2857142857142857
2024-01-31,184.4,0.21875
2024-02-01,186.86,0.2542372881355932
2024-02-02,185.85,0.1129032258064516
2024-02-05,187.68,0.0571428571428571
2024-02-06,189.3,0.2
2024-02-07,189.41,0.2413793103448276
2024-02-08,188.32,0.32
2024-02-09,188.85,0.0
2024-02-12,187.15,0.0666666666666666
2024-02-13,185.04,0.1052631578947368
2024-02-14,184.15,0.3888888888888889
2024-02-15,183.86,0.1785714285714286
2024-02-16,182.31,0.1904761904761905
