date,close,market_return,finbert_score,qwen_score,qwen_position,qwen_return,qwen_equity,finbert_position,finbert_return,finbert_equity,core_equity,benchmark_equity
2024-11-13,225.12,0.003969138830665,0.5,1.0,-1.0,-0.003969138830665,1.0043312013838077,-1.0,-0.004719138830665,1.0030231777057983,0.9832815429696128,0.9661802575107304
2024-11-14,228.22,0.0137704335465529,-0.5,1.0,-1.0,-0.0137704335465529,0.9905011253164223,-1.0,-0.0137704335465529,0.9892111136915482,0.9900516495421203,0.9794849785407733
2024-11-15,225.0,-0.0141091928840592,0.5,1.0,-1.0,0.0141091928840592,1.0044762967453893,-1.0,0.0141091928840592,1.003168084097677,0.983067234697835,0.965665236051503
2024-11-18,228.02,0.0134222222222222,0.0,0.0,0.5,0.0059611111111111,1.010464091558766,1.0,0.012422222222222199,1.0156296609645792,0.9896647081395848,0.9786266094420609
2024-11-19,228.28,0.001140250855188,-1.0,1.0,0.5,0.000570125427594,1.0110401828310343,0.5,0.000320125427594,1.0159547898440726,0.9902289411544877,0.9797424892703871
2024-11-20,229.0,0.003154021377256,0.0,1.0,0.5,0.001577010688628,1.012634604005991,0.5,0.001577010688628,1.0175569614068194,0.991790542778877,0.982832618025752
2024-11-21,228.52,-0.0020960698689955,0.0,0.0,0.5,-0.00104803493449775,1.0115733275651113,1.0,-0.0023460698689955,1.0151697016796761,0.9907511116423402,0.9807725321888422
2024-11-22,229.87,0.0059075792053211,-0.5,1.0,0.5,0.00295378960266055,1.0145613023424018,0.5,0.0027037896026605498,1.0179145069640136,0.9936775819747338,0.9865665236051512
2024-11-25,232.87,0.0130508548309913,0.0,0.0,0.5,0.00652542741549565,1.021181748479408,0.5,0.00652542741549565,1.0245568341943874,1.000161752910315,0.9994420600858378
2024-11-26,235.06,0.0094043887147334,0.0,0.5,0.5,0.0047021943573667,1.0259835435349536,1.0,0.0091543887147334,1.0339360257149395,1.0048647078613038,1.008841201716739
2024-11-27,234.93,-0.0005530502850336,-1.0,1.0,0.5,-0.0002765251425168,1.0256998332893577,0.5,-0.0005265251425168,1.0333916324016466,1.0045868375047524,1.0082832618025759
