date,close,market_return,news_score,window,sma,rsi,sma_window,rsi_threshold,bad_threshold,moderate_threshold,strong_threshold,adaptive_news_position,adaptive_news_turnover,adaptive_news_return,adaptive_news_equity,adaptive_analyst_position,adaptive_analyst_turnover,adaptive_analyst_return,adaptive_analyst_equity,benchmark_equity
2020-07-14,97.0575,0.0165484014558403,0.0,1,91.603875,73.96525182707856,20,40,-0.5,0.5,1.0,0.5,0.5,0.00802420072792015,1.00802420072792,0.5,0.5,0.00802420072792015,1.00802420072792,1.0165484014558404
2020-07-15,97.725,0.0068773665095431,0.0,1,92.089125,75.0903542211523,20,40,-0.5,0.5,1.0,0.5,0.0,0.00343868325477155,1.0114904766673676,0.5,0.0,0.00343868325477155,1.0114904766673676,1.0235395773873424
2020-07-16,96.5225,-0.0123049373241238,1.0,1,92.520375,69.2816978139659,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0061524686620619,1.0052673132076975,0.5,0.0,-0.0061524686620619,1.0052673132076975,1.010944987038831
2020-07-17,96.3275,-0.0020202543448417,1.0,1,92.940125,68.3582409301884,20,40,-0.5,0.5,1.0,0.5,0.0,-0.00101012717242085,1.0042518653790797,0.5,0.0,-0.00101012717242085,1.0042518653790797,1.0089026210363699
2020-07-20,98.3575,0.0210739404635229,0.0,1,93.4865,72.4718353338865,20,40,-0.5,0.5,1.0,0.5,0.0,0.01053697023176145,1.01483363738977,0.5,0.0,0.01053697023176145,1.01483363738977,1.0301641748055825
2020-07-21,97.0,-0.0138016928043108,0.0,1,93.850625,66.26756979618077,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0069008464021554,1.0078304263344025,0.5,0.0,-0.0069008464021554,1.0078304263344025,1.0159461653269095
2020-07-22,97.2725,0.0028092783505153,0.0,1,94.132625,66.88050722997158,20,40,-0.5,0.5,1.0,0.5,0.0,0.00140463917525765,1.0092460644332484,0.5,0.0,0.00140463917525765,1.0092460644332484,1.0188002408944514
2020-07-23,92.845,-0.0455164614870594,0.0,1,94.274125,50.74624323656817,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0227582307435297,0.9862774096218773,0.5,0.0,-0.0227582307435297,0.9862774096218773,0.9724280589667723
2020-07-24,92.615,-0.0024772470246109,0.0,1,94.344375,50.07049421103599,20,40,-0.5,0.5,1.0,0.5,0.0,-0.00123862351230545,0.985055783232664,0.5,0.0,-0.00123862351230545,0.985055783232664,0.9700191144510487
2020-07-27,94.81,0.0237002645359822,0.0,1,94.6645,56.08117440817674,20,40,-0.5,0.5,1.0,0.5,0.0,0.0118501322679911,0.9967288245553206,0.5,0.0,0.0118501322679911,0.9967288245553206,0.9930088240684979
2020-07-28,93.2525,-0.0164275920261576,0.0,1,94.804875,51.356817777193726,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0082137960130788,0.9885418973100674,0.5,0.0,-0.0082137960130788,0.9885418973100674,0.9766960802283261
2020-07-29,95.04,0.0191683869065173,0.0,1,94.996875,55.94387873712155,20,40,-0.5,0.5,1.0,0.5,0.0,0.00958419345325865,0.9980162740905383,0.5,0.0,0.00958419345325865,0.9980162740905383,0.9954177685842216
2020-07-30,96.19,0.0121001683501682,0.0,1,95.255,58.64577629697656,20,40,-0.5,0.5,1.0,0.5,0.0,0.0060500841750841,1.0040543565568898,0.5,0.0,0.0060500841750841,1.0040543565568898,1.0074624911628396
2020-07-31,106.26,0.1046886370724609,0.0,1,96.016625,73.79881798236167,20,40,-0.5,0.5,1.0,0.5,0.0,0.05234431853623045,1.0566108976241935,0.5,0.0,0.05234431853623045,1.0566108976241935,1.1129323662643034
2020-08-03,108.9375,0.025197628458498,0.5,1,96.790375,76.28683922173224,20,40,-0.5,0.5,1.0,0.5,0.0,0.012598814229249,1.0699229420359608,1.0,0.5,0.024947628458498,1.082970833723322,1.1409756225288683
2020-08-04,109.665,0.0066781411359724,0.0,1,97.615,76.92791338509825,20,40,-0.5,0.5,1.0,0.5,0.0,0.0033390705679862,1.0734954902417262,1.0,0.0,0.0066781411359724,1.090203065797068,1.14859521876882
2020-08-05,110.0625,0.0036246751470385,1.0,1,98.351,77.28919034395588,20,40,-0.5,0.5,1.0,0.5,0.0,0.00181233757351925,1.0754410264536949,1.0,0.0,0.0036246751470385,1.094154697754888,1.1527585033122987
2020-08-06,113.9025,0.0348892674616694,1.0,1,99.262,80.47060927010321,20,40,-0.5,0.5,1.0,0.5,0.0,0.0174446337308347,1.0942017012592926,0.5,0.5,0.0171946337308347,1.1129682870276554,1.1929774030530753
2020-08-07,111.1125,-0.0244946335681833,1.0,1,100.021625,72.52159539982023,20,40,-0.5,0.5,1.0,0.5,0.0,-0.01224731678409165,1.080800666398278,0.5,0.0,-0.01224731678409165,1.09933741184578,1.1637558587101673
2020-08-10,112.7275,0.0145348183147711,1.0,1,100.884125,74.11552222410819,20,40,-0.5,0.5,1.0,0.5,0.0,0.00726740915738555,1.0886552870585693,0.5,0.0,0.00726740915738555,1.1073267466196843,1.18067083867927
2020-08-11,109.375,-0.0297398593954447,0.0,1,101.5,65.60780031334535,20,40,-0.5,0.5,1.0,0.5,0.0,-0.01486992969772235,1.0724670594749546,0.5,0.0,-0.01486992969772235,1.090860875745042,1.1455578539446467
2020-08-12,113.01,0.0332342857142857,0.0,1,102.26425,69.67276883172083,20,40,-0.5,0.5,1.0,0.5,0.0,0.01661714285714285,1.0902883978118298,0.5,0.0,0.01661714285714285,1.1089878667545654,1.1836296509648871
2020-08-13,115.01,0.0176975488894788,0.0,1,103.188625,71.65768776713797,20,40,-0.5,0.5,1.0,0.5,0.0,0.0088487744447394,1.099936113923783,0.5,0.0,0.0088487744447394,1.1188010502494292,1.204576994579875
2020-08-14,114.9075,-0.0008912268498392,0.0,1,104.117625,71.39976756282365,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0004456134249196,1.099445967624865,0.5,0.0,-0.0004456134249196,1.118302497481624,1.2035034432196068
2020-08-17,114.6075,-0.0026107956399712,0.0,1,104.930125,70.59882363885188,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0013053978199856,1.0980107532555354,0.5,0.0,-0.0013053978199856,1.116842667839327,1.2003613416773586
2020-08-18,115.5625,0.0083327879938048,0.0,1,105.85825,71.68762442113677,20,40,-0.5,0.5,1.0,0.5,0.0,0.0041663939969024,1.1025854986664334,0.5,0.0,0.0041663939969024,1.1214958744260972,1.2103636982535153
2020-08-19,115.7075,0.0012547322877229,-1.0,1,106.78,71.85803145002757,20,40,-0.5,0.5,1.0,0.5,0.0,0.00062736614386145,1.1032772234790091,0.5,0.0,0.00062736614386145,1.1221994629681924,1.2118823806656018
2020-08-20,118.275,0.0221895728453211,0.0,1,108.0515,74.75541842681305,20,40,-0.5,0.5,1.0,0.5,0.0,0.01109478642266055,1.1155178486384947,0.5,0.0,0.01109478642266055,1.1346500263334487,1.2387735330313425
2020-08-21,124.37,0.0515324455717607,0.0,1,109.63925,80.01550747040858,20,40,-0.5,0.5,1.0,1.0,0.5,0.0512824455717607,1.1727243319956258,1.0,0.5,0.0512824455717607,1.1928376545518906,1.302610562698018
2020-08-24,125.8575,0.0119602798102436,-0.4,1,111.191625,81.05310949947307,20,40,-0.5,0.5,1.0,0.5,0.5,0.0057301399051218,1.179444206488101,0.5,0.5,0.0057301399051218,1.1996727811965702,1.3181901495116652
2020-08-25,124.825,-0.0082037224638976,0.0,1,112.77025,78.02488147240315,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0041018612319488,1.174606290022261,0.5,0.0,-0.0041018612319488,1.1947518899243559,1.307376083370428
2020-08-26,126.5225,0.0135990386541156,0.0,1,114.344375,79.38832332551495,20,40,-0.5,0.5,1.0,0.5,0.0,0.0067995193270578,1.182593048192951,0.5,0.0,0.0067995193270578,1.2028756284909354,1.3251551412636486
2020-08-27,125.01,-0.0119543954632573,0.0,1,115.785375,74.92748159892034,20,40,-0.5,0.5,1.0,0.5,0.0,-0.00597719773162865,1.1755244557078524,0.5,0.0,-0.00597719773162865,1.195685803012888,1.3093137126548144
2020-08-28,124.8075,-0.0016198704103671,0.3333333333333333,1,116.71275,74.32532241547626,20,40,-0.5,0.5,1.0,0.5,0.0,-0.00080993520518355,1.1745723570666202,0.5,0.0,-0.00080993520518355,1.1947173749866897,1.3071927941137969
2020-08-31,129.04,0.0339122248262322,-1.0,1,117.717875,78.25829101750341,20,40,-0.5,0.5,1.0,0.5,0.0,0.0169561124131161,1.1944885379903807,0.5,0.0,0.0169561124131161,1.214975137098867,1.3515226100390147
2020-09-01,134.18,0.0398326100433974,0.0,1,118.943625,81.88703176757112,20,40,-0.5,0.5,1.0,0.5,0.0,0.0199163050216987,1.21827833605792,0.5,0.0,0.0199163050216987,1.239172952523108,1.4053572831295336
2020-09-02,131.4,-0.020718437919213,0.0,1,120.0105,74.63178097523658,20,40,-0.5,0.5,1.0,1.0,0.5,-0.020968437919213,1.1927329423999673,1.0,0.5,-0.020968437919213,1.2131894313969593,1.3762404755047004
2020-09-03,120.88,-0.0800608828006088,0.75,1,120.359375,54.83311777859201,20,40,-0.5,0.5,1.0,0.5,0.5,-0.0402804414003044,1.1446891330074127,0.5,0.5,-0.0402804414003044,1.1643216255981055,1.2660574480898643
2020-09-04,120.96,0.00066181336863,0.0,1,120.85175,54.931032636998886,20,40,-0.5,0.5,1.0,0.5,0.0,0.000330906684315,1.1450679182929875,0.5,0.0,0.000330906684315,1.1647069074067082,1.2668953418344637
2020-09-08,112.82,-0.0672949735449736,1.0,1,120.856375,44.3870659163487,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0336474867724868,1.1065392606586253,0.5,0.0,-0.0336474867724868,1.125517447145917,1.1816396533214633
2020-09-09,117.32,0.0398865449388405,1.0,1,121.253625,50.09056892252146,20,40,-0.5,0.5,1.0,0.5,0.0,0.01994327246942025,1.128607274632051,0.5,0.0,0.01994327246942025,1.1479639482634343,1.2287711764551859
2020-09-10,113.49,-0.0326457551994544,0.0,1,121.277625,45.78654494043678,20,40,-0.5,0.5,1.0,-1.0,1.5,0.0318957551994544,1.1646050559800383,-1.0,1.5,0.0318957551994544,1.1845791253350437,1.1886570134324843
2020-09-11,112.0,-0.0131289100361264,0.0,1,121.127125,44.1955477355253,20,40,-0.5,0.5,1.0,-1.0,0.0,0.0131289100361264,1.1798950509876183,-1.0,0.0,0.0131289100361264,1.2001313581022408,1.1730512424393185
2020-09-14,115.355,0.0299553571428572,0.5,1,121.14950000000002,48.53223212676621,20,40,-0.5,0.5,1.0,0.5,1.5,0.0142276785714286,1.1966822185210895,0.5,1.5,0.0142276785714286,1.2172064413088115,1.2081904113534607
2020-09-15,115.54,0.0016037449612067,-1.0,1,121.196125,48.76865452375488,20,40,-0.5,0.5,1.0,0.5,0.0,0.00080187248060335,1.197641805060149,0.5,0.0,0.00080187248060335,1.2181824856573102,1.2101280406378472
2020-09-16,112.13,-0.0295135883676649,1.0,1,121.0245,44.69332025833739,20,40,-0.5,0.5,1.0,0.5,0.0,-0.01475679418383245,1.1799684514369226,0.5,0.0,-0.01475679418383245,1.200206017438116,1.174412819774293
2020-09-17,110.34,-0.0159636136627128,0.0,1,120.756125,42.67726524191708,20,40,-0.5,0.5,1.0,0.5,0.0,-0.0079818068313564,1.1705501711904585,0.5,0.0,-0.0079818068313564,1.1906262048490934,1.155664947238879
2020-09-18,106.84,-0.0317201377560267,0.0,1,120.184375,38.975170876545725,20,40,-0.5,0.5,1.0,-1.0,1.5,0.0309701377560267,1.2068022712425677,-1.0,1.5,0.0309701377560267,1.2275000624292052,1.1190070959126504
2020-09-21,110.08,0.030325720703856,0.0,1,119.469875,43.83250117664774,20,40,-0.5,0.5,1.0,0.5,1.5,0.014412860351928,1.2241957438503763,0.5,1.5,0.014412860351928,1.2451918494109802,1.1529417925689305
2020-09-22,111.81,0.0157158430232557,0.0,1,118.7675,46.290750480990695,20,40,-0.5,0.5,1.0,0.5,0.0,0.00785792151162785,1.2338153779204215,0.5,0.0,0.00785792151162785,1.2549764692305705,1.171061244795895
2020-09-23,107.12,-0.0419461586620159,0.0,1,117.88225,41.04601849992807,20,40,-0.5,0.5,1.0,0.5,0.0,-0.02097307933100795,1.207938470119479,0.5,0.0,-0.02097307933100795,1.2286557481828495,1.1219397240187485
2020-09-24,108.22,0.0102688573562359,0.2,1,116.967125,42.68620329844954,20,40,-0.5,0.5,1.0,0.5,0.0,0.00513442867811795,1.2141405440418624,0.5,0.0,0.00513442867811795,1.2349641934918538,1.1334607630069917
2020-09-25,112.28,0.03751617076326,0.0,1,116.33062499999998,48.39316429441861,20,40,-0.5,0.5,1.0,0.5,0.0,0.01875808538163,1.2369154960322986,0.5,0.0,0.01875808538163,1.25812975727663,1.175983870545417
2020-09-28,114.96,0.0238688991806197,0.0,1,115.83825,51.80465551645354,20,40,-0.5,0.5,1.0,0.5,0.0,0.01193444959030985,1.251677401667169,0.5,0.0,0.01193444959030985,1.2731448434429165,1.2040533109895006
2020-09-29,114.09,-0.0075678496868475,-0.3333333333333333,1,115.09075,50.63447600670303,20,40,-0.5,0.5,1.0,0.5,0.0,-0.00378392484342375,1.2469411484510486,0.5,0.0,-0.00378392484342375,1.268327359040536,1.194941216516981
2020-09-30,115.81,0.0150758173371898,0.0,1,114.17225,52.89965071797122,20,40,-0.5,0.5,1.0,0.5,0.0,0.0075379086685949,1.2563404769431856,0.5,0.0,0.0075379086685949,1.2778878948348638,1.2129559320258705
2020-10-01,116.79,0.0084621362576633,1.0,2,113.44175,54.1894605157239,20,40,-0.45,1.0,1.0,0.5,0.0,0.00423106812883165,1.261656139094141,0.5,0.0,0.00423106812883165,1.283294725578919,1.2232201303972143
2020-10-02,113.02,-0.0322801609726861,0.0,2,113.04875,48.668102416996,20,40,-0.45,1.0,1.0,0.5,0.0,-0.01614008048634305,1.2412929074630727,0.5,0.0,-0.01614008048634305,1.262582245420376,1.183734387682962
2020-10-05,116.5,0.0307910104406299,0.0,2,112.82575,53.38917280138491,20,40,-0.45,1.0,1.0,0.5,0.0,0.01539550522031495,1.2604032388998605,0.5,0.0,0.01539550522031495,1.2820203369708223,1.2201827655730408
2020-10-06,113.16,-0.0286695278969957,1.0,2,112.84275,48.7544932757884,20,40,-0.45,1.0,1.0,0.5,0.0,-0.01433476394849785,1.242335655990309,0.5,0.0,-0.01433476394849785,1.2636428780631719,1.185200701736011
2020-10-07,115.08,0.0169671261930011,1.0,2,112.73075,51.368025534189265,20,40,-0.45,1.0,1.0,0.5,0.0,0.00848356309650055,1.2528750889149352,0.5,0.0,0.00848356309650055,1.2743630721506645,1.2053101516063995
2020-10-08,114.97,-0.0009558567952728,0.6666666666666666,2,112.80474999999998,51.206895440660354,20,40,-0.45,1.0,1.0,0.5,0.0,-0.0004779283976364,1.2522763043312515,0.5,0.0,-0.0004779283976364,1.2737540178495845,1.2041580477075753
2020-10-09,116.97,0.0173958423936679,1.0,2,113.05324999999998,54.030326570831626,20,40,-0.45,1.0,1.0,0.5,0.0,0.00869792119683395,1.263168504942987,0.5,0.0,0.00869792119683395,1.2848330299209907,1.2251053913225631
2020-10-12,124.4,0.0635205608275626,1.0,2,113.50549999999998,62.671985775735415,20,40,-0.45,1.0,1.0,0.5,0.0,0.0317602804137813,1.3032870908698333,0.5,0.0,0.0317602804137813,1.3256396872361695,1.3029247728522428
2020-10-13,121.1,-0.0265273311897107,0.0,2,113.78349999999998,57.50168184134097,20,40,-0.45,1.0,1.0,0.5,0.0,-0.01326366559485535,1.286000726722444,0.5,0.0,-0.01326366559485535,1.3080568457254003,1.2683616558875128
2020-10-14,121.19,0.0007431874483898,0.0,2,114.2365,57.604406944438495,20,40,-0.45,1.0,1.0,0.5,0.0,0.0003715937241949,1.286478596521804,0.5,0.0,0.0003715937241949,1.3085429114401619,1.2693042863501873
2020-10-15,120.71,-0.0039607228319168,0.0,2,114.755,56.81562664580132,20,40,-0.45,1.0,1.0,0.5,0.0,-0.0019803614159584,1.2839309039467959,0.5,0.0,-0.0019803614159584,1.3059515235472199,1.2642769238825902
2020-10-16,119.02,-0.0140004970590671,0.4,2,115.364,54.01138269986385,20,40,-0.45,1.0,1.0,0.5,0.0,-0.00700024852953355,1.2749430685244196,0.5,0.0,-0.00700024852953355,1.2968095383148663,1.2465764185279256
2020-10-19,115.98,-0.0255419257267685,0.0,2,115.659,49.297840024831615,20,40,-0.45,1.0,1.0,0.5,0.0,-0.01277096286338425,1.258660817943365,0.5,0.0,-0.01277096286338425,1.2802480318601646,1.2147364562331442
2020-10-20,117.51,0.0131919296430418,0.0,2,115.944,51.58775773774279,20,40,-0.45,1.0,1.0,0.5,0.0,0.0065959648215209,1.2669629004207459,0.5,0.0,0.0065959648215209,1.2886925028411353,1.2307611740986097
2020-10-21,116.87,-0.0054463449919155,0.0,2,116.4315,50.55911142327301,20,40,-0.45,1.0,1.0,0.5,0.0,-0.00272317249595775,1.2635127418969212,0.5,0.0,-0.00272317249595775,1.2851831708616515,1.2240580241418137
2020-10-22,115.75,-0.0095832976811842,0.0,2,116.808,48.727975743006816,20,40,-0.45,1.0,1.0,0.5,0.0,-0.0047916488405921,1.2574584325321374,0.5,0.0,-0.0047916488405921,1.2790250244110437,1.2123275117174206
2020-10-23,115.04,-0.0061339092872569,-0.5,2,116.946,47.55222055440537,20,40,-0.45,1.0,1.0,0.5,0.0,-0.00306695464362845,1.2536018645533131,0.5,0.0,-0.00306695464362845,1.2751023126731091,1.2048912047341
2020-10-26,115.05,8.692628650885936e-05,0.0,2,116.9505,47.57140870229833,20,40,-0.45,1.0,1.0,0.5,0.0,4.346314325442968e-05,1.2536563500307363,0.5,0.0,4.346314325442968e-05,1.275157732627589,1.2049959414521747
2020-10-27,116.6,0.0134724033029116,0.0,2,117.076,50.58890542941047,20,40,-0.45,1.0,1.0,0.5,0.0,0.0067362016514558,1.2621012320061713,0.5,0.0,0.0067362016514558,1.2837474522519816,1.2212301327537902
2020-10-28,111.2,-0.04631217838765,1.0,2,116.8455,41.6049027102245,20,40,-0.45,1.0,1.0,0.5,0.0,-0.023156089193825,1.2328759033062,0.5,0.0,-0.023156089193825,1.2540208817452891,1.1646723049933232
2020-10-29,115.32,0.03705035971223,0.0,2,116.772,49.04067972956857,20,40,-0.45,1.0,1.0,0.5,0.0,0.018525179856115,1.2557151511552176,0.5,0.0,0.018525179856115,1.2772518441229446,1.207823832840198
2020-10-30,108.86,-0.0560180367672562,0.0,2,116.564,40.36218135748704,20,40,-0.45,1.0,1.0,0.5,0.0,-0.0280090183836281,1.2205438024019106,0.5,0.0,-0.0280090183836281,1.241477273740382,1.1401639129637875
2020-11-02,108.77,-0.0008267499540695,0.0,2,116.1775,40.255299046046595,20,40,-0.45,1.0,1.0,0.5,0.0,-0.00041337497703475,1.220039260135623,1.0,0.5,-0.0010767499540695002,1.2401405131429037,1.139221282501113
2020-11-03,110.44,0.0153534982072263,0.0,2,116.0415,43.25788450017426,20,40,-0.45,1.0,1.0,0.5,0.0,0.00767674910361315,1.229405195432242,1.0,0.0,0.0153534982072263,1.259181008288152,1.1567123144196279
2020-11-04,114.95,0.0408366533864541,0.0,2,116.035,50.49389949250393,20,40,-0.45,1.0,1.0,0.5,0.0,0.02041832669322705,1.2545075923509281,1.0,0.0,0.0408366533864541,1.310601746674421,1.2039485742714253
2020-11-05,119.03,0.0354936929099607,0.0,2,116.238,55.96483804648432,20,40,-0.45,1.0,1.0,0.5,0.0,0.01774684645498035,1.2767711459689872,0.5,0.5,0.01749684645498035,1.3335331441996123,1.2466811552460004
2020-11-06,118.69,-0.002856422750567,0.0,2,116.324,55.41525178710416,20,40,-0.45,1.0,1.0,0.5,0.0,-0.0014282113752835,1.2749476468946805,0.5,0.0,-0.0014282113752835,1.3316285769937488,1.2431201068314526
2020-11-09,116.32,-0.0199679838234055,-0.3333333333333333,2,115.92,51.61061044306903,20,40,-0.45,1.0,1.0,0.5,0.0,-0.00998399191170275,1.2622185799002397,0.5,0.0,-0.00998399191170275,1.318333608051651,1.218297504647692
2020-11-10,115.97,-0.0030089408528197,-1.0,2,115.6635,51.05315345167049,20,40,-0.45,1.0,1.0,0.5,0.0,-0.00150447042640985,1.2603196093751148,0.5,0.0,-0.00150447042640985,1.3163502141261951,1.2146317195150693
2020-11-11,119.49,0.0303526774165732,0.6666666666666666,2,115.5785,56.179510991008755,20,40,-0.45,1.0,1.0,0.5,0.0,0.0151763387082866,1.279446646647687,0.5,0.0,0.0151763387082866,1.3363275908344998,1.2514990442774478
2020-11-12,119.21,-0.0023432923257176,0.0,2,115.5035,55.67995621882241,20,40,-0.45,1.0,1.0,1.0,0.5,-0.0025932923257176,1.2761286674777705,1.0,0.5,-0.0025932923257176,1.332862102748544,1.2485664161713497
2020-11-13,119.26,0.0004194279003439,0.0,2,115.5155,55.755615110581495,20,40,-0.45,1.0,1.0,0.5,0.5,-4.028604982805e-05,1.2760772572946855,0.5,0.5,-4.028604982805e-05,1.3328084069994588,1.2490900997617245
2020-11-16,120.3,0.0087204427301692,0.0,2,115.7315,57.38516848109484,20,40,-0.45,1.0,1.0,0.5,0.0,0.0043602213650846,1.2816412366154404,0.5,0.0,0.0043602213650846,1.3386197466912222,1.259982718441518
2020-11-17,119.39,-0.0075644222776392,0.0,2,115.8255,55.460367177534806,20,40,-0.45,1.0,1.0,0.5,0.0,-0.0037822111388196,1.276793798854343,0.5,0.0,-0.0037822111388196,1.3335568041746428,1.2504516770966985
2020-11-18,118.03,-0.0113912387972191,0.0,2,115.8835,52.619721987537794,20,40,-0.45,1.0,1.0,0.5,0.0,-0.00569561939860955,1.2695216673255638,0.5,0.0,-0.00569561939860955,1.3259613721716381,1.2362074834385068
2020-11-19,118.64,0.0051681775819707,0.0,2,116.028,53.763636399236425,20,40,-0.45,1.0,1.0,0.5,0.0,0.00258408879098535,1.2728022240360128,0.5,0.0,0.00258408879098535,1.3293877740907465,1.2425964232410782
