date,close,market_return,window,sma,rsi,sma_window,rsi_threshold,qwen_score,qwen_bad_threshold,qwen_moderate_threshold,qwen_strong_threshold,qwen_position,qwen_turnover,qwen_return,qwen_equity,qwen_analyst_position,qwen_analyst_return,qwen_analyst_equity,finbert_score,finbert_bad_threshold,finbert_moderate_threshold,finbert_strong_threshold,finbert_position,finbert_turnover,finbert_return,finbert_equity,finbert_analyst_position,finbert_analyst_return,finbert_analyst_equity,benchmark_equity
2020-07-28,93.2525,-0.0164275920261576,1,94.804875,51.356817777193726,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.0082137960130788,0.9885418973100674,0.5,-0.0082137960130788,0.9885418973100674,0.0,-0.5,0.5,1.0,0.5,0.0,-0.0082137960130788,0.9885418973100674,0.5,-0.0082137960130788,0.9885418973100674,0.9766960802283261
2020-07-29,95.04,0.0191683869065173,1,94.996875,55.94387873712155,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.00958419345325865,0.9980162740905383,0.5,0.00958419345325865,0.9980162740905383,0.0,-0.5,0.5,1.0,0.5,0.0,0.00958419345325865,0.9980162740905383,0.5,0.00958419345325865,0.9980162740905383,0.9954177685842216
2020-07-30,96.19,0.0121001683501682,1,95.255,58.64577629697656,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0060500841750841,1.0040543565568898,0.5,0.0060500841750841,1.0040543565568898,0.0,-0.5,0.5,1.0,0.5,0.0,0.0060500841750841,1.0040543565568898,0.5,0.0060500841750841,1.0040543565568898,1.0074624911628396
2020-07-31,106.26,0.1046886370724609,1,96.016625,73.79881798236167,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.05234431853623045,1.0566108976241935,0.5,0.05234431853623045,1.0566108976241935,0.0,-0.5,0.5,1.0,0.5,0.0,0.05234431853623045,1.0566108976241935,0.5,0.05234431853623045,1.0566108976241935,1.1129323662643034
2020-08-03,108.9375,0.025197628458498,1,96.790375,76.28683922173224,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.012598814229249,1.0699229420359608,1.0,0.024947628458498,1.082970833723322,0.5,-0.5,0.5,1.0,0.5,0.0,0.012598814229249,1.0699229420359608,1.0,0.024947628458498,1.082970833723322,1.1409756225288683
2020-08-04,109.665,0.0066781411359724,1,97.615,76.92791338509825,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.0033390705679862,1.0734954902417262,1.0,0.0066781411359724,1.090203065797068,0.0,-0.5,0.5,1.0,0.5,0.0,0.0033390705679862,1.0734954902417262,1.0,0.0066781411359724,1.090203065797068,1.14859521876882
2020-08-05,110.0625,0.0036246751470385,1,98.351,77.28919034395588,20,40,-1.0,0.75,1.0,1.0,0.5,0.0,0.00181233757351925,1.0754410264536949,1.0,0.0036246751470385,1.094154697754888,1.0,-0.5,0.5,1.0,0.5,0.0,0.00181233757351925,1.0754410264536949,1.0,0.0036246751470385,1.094154697754888,1.1527585033122987
2020-08-06,113.9025,0.0348892674616694,1,99.262,80.47060927010321,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0174446337308347,1.0942017012592926,0.5,0.0171946337308347,1.1129682870276554,1.0,-0.5,0.5,1.0,0.5,0.0,0.0174446337308347,1.0942017012592926,0.5,0.0171946337308347,1.1129682870276554,1.1929774030530753
2020-08-07,111.1125,-0.0244946335681833,1,100.021625,72.52159539982023,20,40,1.0,0.75,1.0,1.0,1.0,0.5,-0.0247446335681833,1.0671260811119485,1.0,-0.0247446335681833,1.0854282945921474,1.0,-0.5,0.5,1.0,0.5,0.0,-0.01224731678409165,1.080800666398278,0.5,-0.01224731678409165,1.09933741184578,1.1637558587101673
2020-08-10,112.7275,0.0145348183147711,1,100.884125,74.11552222410819,20,40,1.0,0.75,1.0,1.0,0.5,0.5,0.0070174091573855495,1.0746145414456285,0.5,0.0070174091573855495,1.0930451890463038,1.0,-0.5,0.5,1.0,0.5,0.0,0.00726740915738555,1.0886552870585693,0.5,0.00726740915738555,1.1073267466196843,1.18067083867927
2020-08-11,109.375,-0.0297398593954447,1,101.5,65.60780031334535,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.01486992969772235,1.0586350987621818,0.5,-0.01486992969772235,1.0767916839287515,0.0,-0.5,0.5,1.0,0.5,0.0,-0.01486992969772235,1.0724670594749546,0.5,-0.01486992969772235,1.090860875745042,1.1455578539446467
2020-08-12,113.01,0.0332342857142857,1,102.26425,69.67276883172083,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.01661714285714285,1.0762265894318985,0.5,0.01661714285714285,1.094684885167979,0.0,-0.5,0.5,1.0,0.5,0.0,0.01661714285714285,1.0902883978118298,0.5,0.01661714285714285,1.1089878667545654,1.1836296509648871
2020-08-13,115.01,0.0176975488894788,1,103.188625,71.65768776713797,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0088487744447394,1.0857498757732125,0.5,0.0088487744447394,1.1043715048048959,0.0,-0.5,0.5,1.0,0.5,0.0,0.0088487744447394,1.099936113923783,0.5,0.0088487744447394,1.1188010502494292,1.204576994579875
2020-08-14,114.9075,-0.0008912268498392,1,104.117625,71.39976756282365,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.0004456134249196,1.0852660510524632,0.5,-0.0004456134249196,1.1038793820362562,0.0,-0.5,0.5,1.0,0.5,0.0,-0.0004456134249196,1.099445967624865,0.5,-0.0004456134249196,1.118302497481624,1.2035034432196068
2020-08-17,114.6075,-0.0026107956399712,1,104.930125,70.59882363885188,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.0013053978199856,1.083849347115315,0.5,-0.0013053978199856,1.1024383802974191,0.0,-0.5,0.5,1.0,0.5,0.0,-0.0013053978199856,1.0980107532555354,0.5,-0.0013053978199856,1.116842667839327,1.2003613416773586
2020-08-18,115.5625,0.0083327879938048,1,105.85825,71.68762442113677,20,40,0.3333333333333333,0.75,1.0,1.0,0.5,0.0,0.0041663939969024,1.0883650905286828,0.5,0.0041663939969024,1.107031572947045,0.0,-0.5,0.5,1.0,0.5,0.0,0.0041663939969024,1.1025854986664334,0.5,0.0041663939969024,1.1214958744260972,1.2103636982535153
2020-08-19,115.7075,0.0012547322877229,1,106.78,71.85803145002757,20,40,-1.0,0.75,1.0,1.0,0.5,0.0,0.00062736614386145,1.0890478939386412,0.5,0.00062736614386145,1.1077260870760977,-1.0,-0.5,0.5,1.0,0.5,0.0,0.00062736614386145,1.1032772234790091,0.5,0.00062736614386145,1.1221994629681924,1.2118823806656018
2020-08-20,118.275,0.0221895728453211,1,108.0515,74.75541842681305,20,40,1.0,0.75,1.0,1.0,1.0,0.5,0.0219395728453211,1.1129411395397515,1.0,0.0219395728453211,1.1320291242561662,0.0,-0.5,0.5,1.0,0.5,0.0,0.01109478642266055,1.1155178486384947,0.5,0.01109478642266055,1.1346500263334487,1.2387735330313425
2020-08-21,124.37,0.0515324455717607,1,109.63925,80.01550747040858,20,40,1.0,0.75,1.0,1.0,1.0,0.0,0.0515324455717607,1.1702937182376572,1.0,0.0515324455717607,1.1903653534875451,0.0,-0.5,0.5,1.0,1.0,0.5,0.0512824455717607,1.1727243319956258,1.0,0.0512824455717607,1.1928376545518906,1.302610562698018
2020-08-24,125.8575,0.0119602798102436,1,111.191625,81.05310949947307,20,40,-0.3333333333333333,0.75,1.0,1.0,0.5,0.5,0.0057301399051218,1.176999664973244,0.5,0.0057301399051218,1.1971863135012384,-0.4,-0.5,0.5,1.0,0.5,0.5,0.0057301399051218,1.179444206488101,0.5,0.0057301399051218,1.1996727811965702,1.3181901495116652
2020-08-25,124.825,-0.0082037224638976,1,112.77025,78.02488147240315,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.0041018612319488,1.1721717756774734,0.5,-0.0041018612319488,1.192275621374468,0.0,-0.5,0.5,1.0,0.5,0.0,-0.0041018612319488,1.174606290022261,0.5,-0.0041018612319488,1.1947518899243559,1.307376083370428
2020-08-26,126.5225,0.0135990386541156,1,114.344375,79.38832332551495,20,40,0.0,0.75,1.0,1.0,1.0,0.5,0.013349038654115599,1.1878191420202553,1.0,0.013349038654115599,1.2081913547305554,0.0,-0.5,0.5,1.0,0.5,0.0,0.0067995193270578,1.182593048192951,0.5,0.0067995193270578,1.2028756284909354,1.3251551412636486
2020-08-27,125.01,-0.0119543954632573,1,115.785375,74.92748159892034,20,40,1.0,0.75,1.0,1.0,0.5,0.5,-0.00622719773162865,1.1804223573534818,0.5,-0.00622719773162865,1.200667708267004,0.0,-0.5,0.5,1.0,0.5,0.0,-0.00597719773162865,1.1755244557078524,0.5,-0.00597719773162865,1.195685803012888,1.3093137126548144
2020-08-28,124.8075,-0.0016198704103671,1,116.71275,74.32532241547626,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.00080993520518355,1.1794662917292753,0.5,-0.00080993520518355,1.1996952452203515,0.3333333333333333,-0.5,0.5,1.0,0.5,0.0,-0.00080993520518355,1.1745723570666202,0.5,-0.00080993520518355,1.1947173749866897,1.3071927941137969
2020-08-31,129.04,0.0339122248262322,1,117.717875,78.25829101750341,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0169561124131161,1.1994654547593182,0.5,0.0169561124131161,1.2200374126597888,-1.0,-0.5,0.5,1.0,0.5,0.0,0.0169561124131161,1.1944885379903807,0.5,0.0169561124131161,1.214975137098867,1.3515226100390147
2020-09-01,134.18,0.0398326100433974,1,118.943625,81.88703176757112,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.0199163050216987,1.2233543746192952,0.5,0.0199163050216987,1.2443360499082052,0.0,-0.5,0.5,1.0,0.5,0.0,0.0199163050216987,1.21827833605792,0.5,0.0199163050216987,1.239172952523108,1.4053572831295336
2020-09-02,131.4,-0.020718437919213,1,120.0105,74.63178097523658,20,40,0.5,0.75,1.0,1.0,0.5,0.0,-0.0103592189596065,1.2106813787874215,0.5,-0.0103592189596065,1.2314457003078743,0.0,-0.5,0.5,1.0,1.0,0.5,-0.020968437919213,1.1927329423999673,1.0,-0.020968437919213,1.2131894313969593,1.3762404755047004
2020-09-03,120.88,-0.0800608828006088,1,120.359375,54.83311777859201,20,40,0.3333333333333333,0.75,1.0,1.0,0.5,0.0,-0.0400304414003044,1.1622172687994319,0.5,-0.0400304414003044,1.1821503853640432,0.75,-0.5,0.5,1.0,0.5,0.5,-0.0402804414003044,1.1446891330074127,0.5,-0.0402804414003044,1.1643216255981055,1.2660574480898643
2020-09-04,120.96,0.00066181336863,1,120.85175,54.931032636998886,20,40,-0.3333333333333333,0.75,1.0,1.0,1.0,0.5,0.00041181336863000003,1.162695885407976,1.0,0.00041181336863000003,1.182637210696467,0.0,-0.5,0.5,1.0,0.5,0.0,0.000330906684315,1.1450679182929875,0.5,0.000330906684315,1.1647069074067082,1.2668953418344637
2020-09-08,112.82,-0.0672949735449736,1,120.856375,44.3870659163487,20,40,1.0,0.75,1.0,1.0,1.0,0.0,-0.0672949735449736,1.0844522965585968,1.0,-0.0672949735449736,1.103051670889347,1.0,-0.5,0.5,1.0,0.5,0.0,-0.0336474867724868,1.1065392606586253,0.5,-0.0336474867724868,1.125517447145917,1.1816396533214633
2020-09-09,117.32,0.0398865449388405,1,121.253625,50.09056892252146,20,40,1.0,0.75,1.0,1.0,0.5,0.5,0.01969327246942025,1.1058087111148138,0.5,0.01969327246942025,1.1247743679920201,1.0,-0.5,0.5,1.0,0.5,0.0,0.01994327246942025,1.128607274632051,0.5,0.01994327246942025,1.1479639482634343,1.2287711764551859
2020-09-10,113.49,-0.0326457551994544,1,121.277625,45.78654494043678,20,40,-1.0,0.75,1.0,1.0,0.5,0.0,-0.0163228775997272,1.0877587308745746,0.5,-0.0163228775997272,1.106414813655976,0.0,-0.5,0.5,1.0,-1.0,1.5,0.0318957551994544,1.1646050559800383,-1.0,0.0318957551994544,1.1845791253350437,1.1886570134324843
2020-09-11,112.0,-0.0131289100361264,1,121.127125,44.1955477355253,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.0065644550180632,1.080618187615243,0.5,-0.0065644550180632,1.0991518033804124,0.0,-0.5,0.5,1.0,-1.0,0.0,0.0131289100361264,1.1798950509876183,-1.0,0.0131289100361264,1.2001313581022408,1.1730512424393185
2020-09-14,115.355,0.0299553571428572,1,121.14950000000002,48.53223212676621,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0149776785714286,1.0968033394877839,0.5,0.0149776785714286,1.1156145457926503,0.5,-0.5,0.5,1.0,0.5,1.5,0.0142276785714286,1.1966822185210895,0.5,0.0142276785714286,1.2172064413088115,1.2081904113534607
2020-09-15,115.54,0.0016037449612067,1,121.196125,48.76865452375488,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.00080187248060335,1.097682835902353,0.5,0.00080187248060335,1.1165091263958822,-1.0,-0.5,0.5,1.0,0.5,0.0,0.00080187248060335,1.197641805060149,0.5,0.00080187248060335,1.2181824856573102,1.2101280406378472
2020-09-16,112.13,-0.0295135883676649,1,121.0245,44.69332025833739,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.01475679418383245,1.0814845562138165,0.5,-0.01475679418383245,1.1000330310132875,1.0,-0.5,0.5,1.0,0.5,0.0,-0.01475679418383245,1.1799684514369226,0.5,-0.01475679418383245,1.200206017438116,1.174412819774293
2020-09-17,110.34,-0.0159636136627128,1,120.756125,42.67726524191708,20,40,0.75,0.75,1.0,1.0,0.5,0.0,-0.0079818068313564,1.0728523553950227,0.5,-0.0079818068313564,1.091252779851628,0.0,-0.5,0.5,1.0,0.5,0.0,-0.0079818068313564,1.1705501711904585,0.5,-0.0079818068313564,1.1906262048490934,1.155664947238879
2020-09-18,106.84,-0.0317201377560267,1,120.184375,38.975170876545725,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.01586006887801335,1.0558368431425187,0.5,-0.01586006887801335,1.0739454355998577,0.0,-0.5,0.5,1.0,-1.0,1.5,0.0309701377560267,1.2068022712425677,-1.0,0.0309701377560267,1.2275000624292052,1.1190070959126504
2020-09-21,110.08,0.030325720703856,1,119.469875,43.83250117664774,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.015162860351928,1.0718463497495092,0.5,0.015162860351928,1.0902295202654488,0.0,-0.5,0.5,1.0,0.5,1.5,0.014412860351928,1.2241957438503763,0.5,0.014412860351928,1.2451918494109802,1.1529417925689305
2020-09-22,111.81,0.0157158430232557,1,118.7675,46.290750480990695,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.00785792151162785,1.0802688342383657,0.5,0.00785792151162785,1.0987964582653544,0.0,-0.5,0.5,1.0,0.5,0.0,0.00785792151162785,1.2338153779204215,0.5,0.00785792151162785,1.2549764692305705,1.171061244795895
2020-09-23,107.12,-0.0419461586620159,1,117.88225,41.04601849992807,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.02097307933100795,1.0576122702790691,0.5,-0.02097307933100795,1.0757513129775247,0.0,-0.5,0.5,1.0,0.5,0.0,-0.02097307933100795,1.207938470119479,0.5,-0.02097307933100795,1.2286557481828495,1.1219397240187485
2020-09-24,108.22,0.0102688573562359,1,116.967125,42.68620329844954,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.00513442867811795,1.0630425050499193,0.5,0.00513442867811795,1.0812746813693994,0.2,-0.5,0.5,1.0,0.5,0.0,0.00513442867811795,1.2141405440418624,0.5,0.00513442867811795,1.2349641934918538,1.1334607630069917
2020-09-25,112.28,0.03751617076326,1,116.33062499999998,48.39316429441861,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.01875808538163,1.0829831471239475,0.5,0.01875808538163,1.1015573241635215,0.0,-0.5,0.5,1.0,0.5,0.0,0.01875808538163,1.2369154960322986,0.5,0.01875808538163,1.25812975727663,1.175983870545417
2020-09-28,114.96,0.0238688991806197,1,115.83825,51.80465551645354,20,40,0.5,0.75,1.0,1.0,0.5,0.0,0.01193444959030985,1.0959079549004533,0.5,0.01193444959030985,1.1147038045195876,0.0,-0.5,0.5,1.0,0.5,0.0,0.01193444959030985,1.251677401667169,0.5,0.01193444959030985,1.2731448434429165,1.2040533109895006
2020-09-29,114.09,-0.0075678496868475,1,115.09075,50.63447600670303,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.00378392484342375,1.0917611215638,0.5,-0.00378392484342375,1.110485849100607,-0.3333333333333333,-0.5,0.5,1.0,0.5,0.0,-0.00378392484342375,1.2469411484510486,0.5,-0.00378392484342375,1.268327359040536,1.194941216516981
2020-09-30,115.81,0.0150758173371898,1,114.17225,52.89965071797122,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.0075379086685949,1.0999907171860706,0.5,0.0075379086685949,1.1188565900088945,0.0,-0.5,0.5,1.0,0.5,0.0,0.0075379086685949,1.2563404769431856,0.5,0.0075379086685949,1.2778878948348638,1.2129559320258705
2020-10-01,116.79,0.0084621362576633,2,113.44175,54.1894605157239,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.00423106812883165,1.104644852851567,0.5,0.00423106812883165,1.1235905484676143,1.0,-0.45,1.0,1.0,0.5,0.0,0.00423106812883165,1.261656139094141,0.5,0.00423106812883165,1.283294725578919,1.2232201303972143
2020-10-02,113.02,-0.0322801609726861,2,113.04875,48.668102416996,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.01614008048634305,1.0868157960177183,0.5,-0.01614008048634305,1.1054557065816526,0.0,-0.45,1.0,1.0,0.5,0.0,-0.01614008048634305,1.2412929074630727,0.5,-0.01614008048634305,1.262582245420376,1.183734387682962
2020-10-05,116.5,0.0307910104406299,2,112.82575,53.38917280138491,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.01539550522031495,1.1035478742788298,0.5,0.01539550522031495,1.1224747556831574,0.0,-0.45,1.0,1.0,0.5,0.0,0.01539550522031495,1.2604032388998605,0.5,0.01539550522031495,1.2820203369708223,1.2201827655730408
2020-10-06,113.16,-0.0286695278969957,2,112.84275,48.7544932757884,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.01433476394849785,1.0877287759951761,0.5,-0.01433476394849785,1.1063843450222914,1.0,-0.45,1.0,1.0,0.5,0.0,-0.01433476394849785,1.242335655990309,0.5,-0.01433476394849785,1.2636428780631719,1.185200701736011
2020-10-07,115.08,0.0169671261930011,2,112.73075,51.368025534189265,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.00848356309650055,1.0969565916982105,0.5,0.00848356309650055,1.1157704264222685,1.0,-0.45,1.0,1.0,0.5,0.0,0.00848356309650055,1.2528750889149352,0.5,0.00848356309650055,1.2743630721506645,1.2053101516063995
2020-10-08,114.97,-0.0009558567952728,2,112.80474999999998,51.206895440660354,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.0004779283976364,1.0964323249920636,0.5,-0.0004779283976364,1.1152371680502384,0.6666666666666666,-0.45,1.0,1.0,0.5,0.0,-0.0004779283976364,1.2522763043312515,0.5,-0.0004779283976364,1.2737540178495845,1.2041580477075753
2020-10-09,116.97,0.0173958423936679,2,113.05324999999998,54.030326570831626,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.00869792119683395,1.1059690069525059,0.5,0.00869792119683395,1.1249374130537195,1.0,-0.45,1.0,1.0,0.5,0.0,0.00869792119683395,1.263168504942987,0.5,0.00869792119683395,1.2848330299209907,1.2251053913225631
2020-10-12,124.4,0.0635205608275626,2,113.50549999999998,62.671985775735415,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0317602804137813,1.1410948927422688,0.5,0.0317602804137813,1.1606657407402594,1.0,-0.45,1.0,1.0,0.5,0.0,0.0317602804137813,1.3032870908698333,0.5,0.0317602804137813,1.3256396872361695,1.3029247728522428
2020-10-13,121.1,-0.0265273311897107,2,113.78349999999998,57.50168184134097,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.01326366559485535,1.125959791672938,0.5,-0.01326366559485535,1.1452710584876755,0.0,-0.45,1.0,1.0,0.5,0.0,-0.01326366559485535,1.286000726722444,0.5,-0.01326366559485535,1.3080568457254003,1.2683616558875128
2020-10-14,121.19,0.0007431874483898,2,114.2365,57.604406944438495,20,40,0.0,0.75,1.0,1.0,0.5,0.0,0.0003715937241949,1.1263781912652193,0.5,0.0003715937241949,1.1456966340255115,0.0,-0.45,1.0,1.0,0.5,0.0,0.0003715937241949,1.286478596521804,0.5,0.0003715937241949,1.3085429114401619,1.2693042863501873
2020-10-15,120.71,-0.0039607228319168,2,114.755,56.81562664580132,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.0019803614159584,1.1241475553554607,0.5,-0.0019803614159584,1.143427740617094,0.0,-0.45,1.0,1.0,0.5,0.0,-0.0019803614159584,1.2839309039467959,0.5,-0.0019803614159584,1.3059515235472199,1.2642769238825902
2020-10-16,119.02,-0.0140004970590671,2,115.364,54.01138269986385,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.00700024852953355,1.116278243084105,0.5,-0.00700024852953355,1.1354234622572115,0.4,-0.45,1.0,1.0,0.5,0.0,-0.00700024852953355,1.2749430685244196,0.5,-0.00700024852953355,1.2968095383148663,1.2465764185279256
2020-10-19,115.98,-0.0255419257267685,2,115.659,49.297840024831615,20,40,0.0,0.75,1.0,1.0,0.5,0.0,-0.01277096286338425,1.102022295096474,0.5,-0.01277096286338425,1.1209230113865094,0.0,-0.45,1.0,1.0,0.5,0.0,-0.01277096286338425,1.258660817943365,0.5,-0.01277096286338425,1.2802480318601646,1.2147364562331442
2020-10-20,117.51,0.0131919296430418,2,115.944,51.58775773774279,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0065959648215209,1.109291195387462,0.5,0.0065959648215209,1.128316580137248,0.0,-0.45,1.0,1.0,0.5,0.0,0.0065959648215209,1.2669629004207459,0.5,0.0065959648215209,1.2886925028411353,1.2307611740986097
2020-10-21,116.87,-0.0054463449919155,2,116.4315,50.55911142327301,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.00272317249595775,1.1062704041141747,0.5,-0.00272317249595775,1.125243979459485,0.0,-0.45,1.0,1.0,0.5,0.0,-0.00272317249595775,1.2635127418969212,0.5,-0.00272317249595775,1.2851831708616515,1.2240580241418137
2020-10-22,115.75,-0.0095832976811842,2,116.808,48.727975743006816,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.0047916488405921,1.1009695448149195,0.5,-0.0047916488405921,1.1198522054499247,0.0,-0.45,1.0,1.0,0.5,0.0,-0.0047916488405921,1.2574584325321374,0.5,-0.0047916488405921,1.2790250244110437,1.2123275117174206
2020-10-23,115.04,-0.0061339092872569,2,116.946,47.55222055440537,20,40,1.0,0.75,1.0,1.0,0.5,0.0,-0.00306695464362845,1.0975929211569557,0.5,-0.00306695464362845,1.1164176695282424,-0.5,-0.45,1.0,1.0,0.5,0.0,-0.00306695464362845,1.2536018645533131,0.5,-0.00306695464362845,1.2751023126731091,1.2048912047341
2020-10-26,115.05,8.692628650885936e-05,2,116.9505,47.57140870229833,20,40,0.0,0.75,1.0,1.0,0.5,0.0,4.346314325442968e-05,1.097640625995323,0.5,4.346314325442968e-05,1.1164661925493449,0.0,-0.45,1.0,1.0,0.5,0.0,4.346314325442968e-05,1.2536563500307363,0.5,4.346314325442968e-05,1.275157732627589,1.2049959414521747
2020-10-27,116.6,0.0134724033029116,2,117.076,50.58890542941047,20,40,1.0,0.75,1.0,1.0,0.5,0.0,0.0067362016514558,1.1050345545928577,0.5,0.0067362016514558,1.1239869339593904,0.0,-0.45,1.0,1.0,0.5,0.0,0.0067362016514558,1.2621012320061713,0.5,0.0067362016514558,1.2837474522519816,1.2212301327537902
