date,market_return,baseline_position,baseline_return,baseline_equity,benchmark_equity,threshold_0.00_hold_1d_position,threshold_0.00_hold_1d_return,threshold_0.00_hold_1d_equity,threshold_0.00_hold_3d_position,threshold_0.00_hold_3d_return,threshold_0.00_hold_3d_equity,threshold_0.05_hold_1d_position,threshold_0.05_hold_1d_return,threshold_0.05_hold_1d_equity,threshold_0.05_hold_3d_position,threshold_0.05_hold_3d_return,threshold_0.05_hold_3d_equity
2023-11-28,0.0032140787185837,0.5,0.00160703935929185,1.5783245710566878,1.0722531959227455,0.5,0.00160703935929185,1.6094710792323714,0.5,0.00160703935929185,1.658672254434271,0.5,0.00160703935929185,1.5978869223483507,0.5,0.00160703935929185,1.60271175898478
2023-11-29,-0.0054096638655461,0.5,-0.00270483193277305,1.5740554683566133,1.066452666554046,0.5,-0.00270483193277305,1.605117730462389,0.5,-0.00270483193277305,1.6541858247544725,0.5,-0.00270483193277305,1.5935649067758224,0.5,-0.00270483193277305,1.598376693040047
2023-11-30,0.003062787136294,0.5,0.001531393568147,1.576465966776761,1.0697189840626342,0.5,0.001531393568147,1.6075757974309377,0.5,0.001531393568147,1.6567190342870213,0.5,0.001531393568147,1.5960052818244836,0.5,0.001531393568147,1.6008244368272444
2023-12-01,0.0067912608581206,0.5,0.0033956304290603,1.5818190625839263,1.0769837247282874,0.5,0.0033956304290603,1.613034530725715,0.5,0.0033956304290603,1.6623446398522497,0.5,0.0033956304290603,1.601424725924388,0.5,0.0033956304290603,1.6062602449965184
2023-12-04,-0.0094645471658648,0.5,-0.0047322735829324,1.5743334620210816,1.0667905614687279,0.5,-0.0047322735829324,1.605401210027604,0.5,-0.0047322735829324,1.6544779702273475,0.5,-0.0047322735829324,1.5938463459988412,0.5,-0.0047322735829324,1.598658982071807
2023-12-05,0.0210631895687061,0.5,0.01053159478435305,1.590913704098535,1.0892605732950502,0.5,0.01053159478435305,1.6223086450379247,0.5,0.01053159478435305,1.6719022617894208,0.5,0.01053159478435305,1.6106320898634225,0.5,0.01053159478435305,1.6154954106693533
2023-12-06,-0.0056871057801675,0.5,-0.00284355289008375,1.5863898568373718,1.0830658331925553,0.5,-0.00284355289008375,1.6176955246017193,0.5,-0.00284355289008375,1.6671481192809718,0.5,-0.00284355289008375,1.6060521723294299,0.5,-0.00284355289008375,1.6109016640254274
2023-12-07,0.0101393510815308,0.5,0.0050696755407654,1.5944323386926984,1.0940474179197055,0.5,0.0050696755407654,1.625896716035198,0.5,0.0050696755407654,1.6756000193241234,0.5,0.0050696755407654,1.6141943357446813,0.5,0.0050696755407654,1.6190684127901154
2023-12-08,0.0074123642353425,0.5,0.00370618211767125,1.600341595314198,1.1021568958720624,0.5,0.00370618211767125,1.631922585369348,0.5,0.00370618211767125,1.6818100981521118,0.5,0.00370618211767125,1.6201768339262643,0.5,0.00370618211767125,1.6250689751888843
2023-12-11,-0.0129272903786213,0.5,-0.00646364518931065,1.5899975550603915,1.0879089936363244,0.5,-0.00646364518931065,1.621374416801098,0.5,-0.00646364518931065,1.6709394744018569,0.5,-0.00646364518931065,1.6097045857278243,0.5,-0.00646364518931065,1.6145651059251067
