date,market_return,overlay_position,overlay_turnover,overlay_return,overlay_equity,passive_50_return,passive_50_equity,tiered_short_return,tiered_short_equity,original_strategy_return,original_strategy_equity,benchmark_equity
2021-03-02,-0.0208936536505204,0.5,0.0,-0.0104468268252602,1.3924488964019468,-0.0104468268252602,1.1583720081866846,-0.0,1.106100645669949,-0.0,1.1500261331684747,1.3104658165536398
2021-03-03,-0.0244565217391304,-1.0,1.5,0.0237065217391304,1.4254590164351275,-0.0122282608695652,1.1442071330865757,0.0239565217391304,1.1325989698336072,0.0239565217391304,1.1775767592282933,1.2784163808227085
2021-03-04,-0.0158118957889562,-1.0,0.0,0.0158118957889562,1.4479982258544277,-0.0079059478944781,1.1351610911119032,0.0158118957889562,1.1505075067152952,0.0158118957889562,1.1961964802287077,1.2582021942342454
2021-03-05,0.0107383667693332,-1.0,0.0,-0.0107383667693332,1.432449089823859,0.0053691833846666,1.1412559791812211,-0.0107383667693332,1.1381529351373154,-0.0005,1.1955983819885934,1.2717132308659127
2021-03-08,-0.0416735298962279,0.5,1.5,-0.02158676494811395,1.4015271480216918,-0.02083676494811395,1.1174758965973923,-0.0005,1.1375838586697469,-0.0,1.1955983819885934,1.2187164515199935
2021-03-09,0.0406067377105534,0.5,0.0,0.0203033688552767,1.4299828706686601,0.0203033688552767,1.1401644219128904,0.0,1.1375838586697469,0.0,1.1955983819885934,1.2682045508104023
2021-03-10,-0.0091258207044637,-1.0,1.5,0.0083758207044637,1.441960150803835,-0.00456291035223185,1.1349619538688975,0.0086258207044637,1.147396453070924,0.0086258207044637,1.2059113992661739,1.2566311434631217
2021-03-11,0.0165027504584096,-1.0,0.0,-0.0165027504584096,1.4181638422641487,0.0082513752292048,1.1443269508211413,-0.0165027504584096,1.12846125572903,-0.0005,1.2053084435665409,1.2773690136419595
2021-03-12,-0.0076254509675303,-1.0,0.0,0.0076254509675303,1.4289779811072583,-0.00381272548376515,1.1399639462939863,0.0076254509675303,1.1370662817033494,-0.0,1.2053084435665409,1.2676284988609903
2021-03-15,0.0244567462612574,0.5,1.5,0.011478373130628699,1.44538032356986,0.0122283731306287,1.1539038507847332,-0.0005,1.1364977485624979,0.0,1.2053084435665409,1.2986305674111722
2021-03-16,0.0127429631421889,0.5,0.0,0.00637148157109445,1.4545895376647078,0.00637148157109445,1.1612559279048231,0.0,1.1364977485624979,0.0,1.2053084435665409,1.3151789688670126
2021-03-17,-0.006450585330891,1.0,0.5,-0.006700585330891001,1.4448429363461641,-0.0032252926654455,1.1575105376778467,-0.0,1.1364977485624979,-0.006950585330891,1.1969308443794882,1.3066952947029427
2021-03-18,-0.0339050977877525,0.5,0.5,-0.01720254889387625,1.4199879550896974,-0.01695254889387625,1.1378877836926862,-0.0,1.1364977485624979,-0.0005,1.1963323789572984,1.2623916629572434
2021-03-19,-0.0044802123952543,0.5,0.0,-0.00224010619762715,1.416807031270945,-0.00224010619762715,1.1353387942162319,-0.0,1.1364977485624979,-0.0,1.1963323789572984,1.2567358801811965
2021-03-22,0.0283356946412201,0.5,0.0,0.01416784732061005,1.4368801369727588,0.01416784732061005,1.1514241009098531,0.0,1.1364977485624979,0.0,1.1963323789572984,1.292346364326676
2021-03-23,-0.0068887268011994,0.5,0.0,-0.0034443634005997,1.4319309996179213,-0.0034443634005997,1.1474581778781108,-0.0,1.1364977485624979,-0.0,1.1963323789572984,1.283443743290306
2021-03-24,-0.0199934715195038,0.5,0.0,-0.0099967357597519,1.4176163637885435,-0.0099967357597519,1.135987341678497,-0.0,1.1364977485624979,-0.0,1.1963323789572984,1.257783247361946
2021-03-25,0.0041635440086602,-1.0,1.5,-0.0049135440086602,1.4106508433976717,0.0020817720043301,1.1383522083236766,-0.0046635440086602,1.1311976412963334,-0.0046635440086602,1.1907532302590458,1.263020083265693
2021-03-26,0.005141388174807,-1.0,0.0,-0.005141388174807,1.4033981398326454,0.0025706940874035,1.141278563614997,-0.005141388174807,1.1253817151200027,-0.0005,1.1901578536439164,1.269513759786339
2021-03-29,0.0014850259879548,-1.0,0.0,-0.0014850259879548,1.4013140571235465,0.0007425129939774,1.1421259777782289,-0.0014850259879548,1.1237104940266804,0.0,1.1901578536439164,1.271399020711688
2021-03-30,-0.0122744871900485,-1.0,0.0,0.0122744871900485,1.4185144685669442,-0.00613724359502425,1.1351164724363987,0.0122744871900485,1.1375034640909338,0.0117744871900485,1.2041713520457822,1.2557932497185222
2021-03-31,0.0187656380316931,-1.0,0.0,-0.0187656380316931,1.3918951395070975,0.00938281901584655,1.1457670648591756,-0.0187656380316931,1.1161574858240064,-0.0005,1.2035692663697592,1.2793590112853837
2021-04-01,0.0069586573884568,-1.0,0.0,-0.0069586573884568,1.3822094181106093,0.0034793286942284,1.1497535650848418,-0.0069586573884568,1.1083905282885957,0.0064586573884568,1.2113427079045178,1.2882616323217535
2021-04-05,0.0235772357723578,0.5,1.5,0.0110386178861789,1.39746709971581,0.0117886178861789,1.163307570526899,-0.0005,1.1078363330244516,-0.0005,1.2107370365505656,1.318635280563486
2021-04-06,0.002462271644162,0.5,0.0,0.001231135822081,1.3991875715224498,0.001231135822081,1.1647397601490725,0.0,1.1078363330244516,0.0,1.2107370365505656,1.321882118823809
2021-04-07,0.0133903811108471,0.5,0.0,0.00669519055542355,1.4085553989365729,0.00669519055542355,1.1725379147907489,0.0,1.1078363330244516,0.0,1.2107370365505656,1.3395826241784738
2021-04-08,0.0192337763878029,0.5,0.0,0.00961688819390145,1.422101318723062,0.00961688819390145,1.1838140808204018,0.0,1.1078363330244516,0.0,1.2107370365505656,1.365347856824909
2021-04-09,0.0202132555998773,0.5,0.0,0.01010662779993865,1.4364739674451978,0.01010662779993865,1.1957784491195802,0.0,1.1078363330244516,0.0,1.2107370365505656,1.3929459820376555
2021-04-12,-0.013195984811459,1.0,0.5,-0.013445984811459,1.4171591602968734,-0.0065979924057295,1.1878887119933543,-0.0,1.1078363330244516,-0.013695984811459,1.1941548004872982,1.3745646880155038
2021-04-13,0.0243066138372447,0.5,0.5,0.011903306918622349,1.4340280407344241,0.01215330691862235,1.2023254880953766,0.0,1.1078363330244516,-0.0005,1.1935577230870547,1.4079757010814093
2021-04-14,-0.0178531577772819,1.0,0.5,-0.0181031577772819,1.4080676048559624,-0.00892657888864095,1.1915928347760696,-0.0,1.1078363330244516,-0.0183531577772819,1.1716521698789446,1.3828388887434238
2021-04-15,0.0187078694236157,0.5,0.5,0.00910393471180785,1.4208865604003826,0.00935393471180785,1.202738916355623,0.0,1.1078363330244516,-0.0005,1.1710663437940052,1.4087088581079337
2021-04-16,-0.0025278810408921,0.5,0.0,-0.00126394052044605,1.4190906443017353,-0.00126394052044605,1.2012187259037237,-0.0,1.1078363330244516,-0.0,1.1710663437940052,1.4051478096933858
2021-04-19,0.0050685748360166,0.5,0.0,0.0025342874180083,1.4226870278666024,0.0025342874180083,1.2042629594070575,0.0,1.1078363330244516,0.0,1.1710663437940052,1.4122699065224815
2021-04-20,-0.0128300207653514,0.5,0.0,-0.0064150103826757,1.41356047581154,-0.0064150103826757,1.1965376000189896,-0.0,1.1078363330244516,-0.0,1.1710663437940052,1.3941504542955172
2021-04-21,0.0029299075952218,0.5,0.0,0.0014649537976109,1.4156312765987327,0.0014649537976109,1.1982904723201215,0.0,1.1078363330244516,0.0,1.1710663437940052,1.3982351863004396
2021-04-22,-0.0116853932584269,0.5,0.0,-0.00584269662921345,1.40736017251074,-0.00584269662921345,1.1912892246166782,-0.0,1.1078363330244516,-0.0,1.1710663437940052,1.3818962582807492
2021-04-23,0.0180385023495528,0.5,0.0,0.0090192511747764,1.4200535073999911,0.0090192511747764,1.2020337613553007,0.0,1.1078363330244516,0.0,1.1710663437940052,1.4068235971825849
2021-04-26,0.002977963073258,0.5,0.0,0.001488981536629,1.422167940853535,0.001488981536629,1.2038235674323634,0.0,1.1078363330244516,0.0,1.1710663437940052,1.4110130659055826
2021-04-27,-0.0024495249406176,0.5,0.0,-0.0012247624703088,1.4204261229331012,-0.0012247624703088,1.202349169506099,-0.0,1.1078363330244516,-0.0,1.1710663437940052,1.4075567542091096
2021-04-28,-0.0060272341692088,0.5,0.0,-0.0030136170846044,1.4161455025016116,-0.0030136170846044,1.1987257495072157,-0.0,1.1078363330244516,-0.0,1.1710663437940052,1.39907308004504
2021-04-29,-0.0007486150621351,0.5,0.0,-0.00037430753106755,1.4156154285749378,-0.00037430753106755,1.1982770574314905,-0.0,1.1078363330244516,-0.0,1.1710663437940052,1.3980257128642906
2021-04-30,-0.0151333533113573,0.5,0.0,-0.00756667665567865,1.4049039243581214,-0.00756667665567865,1.1892100823939884,-0.0,1.1078363330244516,-0.0,1.1710663437940052,1.376868895813153
2021-05-03,0.0082154267457781,-1.0,1.5,-0.008965426745778101,1.3923083611394325,0.00410771337288905,1.1940950165526127,-0.0087154267457781,1.0981810666176657,-0.0087154267457781,1.1608600008602223,1.3881804613652464
2021-05-04,-0.035385543986721,0.5,1.5,-0.0184427719933605,1.3666303354904885,-0.0176927719933605,1.1729681656863393,-0.0005,1.097631976084357,-0.0005,1.1602795708597924,1.3390589405881
2021-05-05,0.0019554165037152,0.5,0.0,0.0009777082518576,1.3679665012467366,0.0009777082518576,1.1741149863410971,0.0,1.097631976084357,0.0,1.1602795708597924,1.3416773585399733
2021-05-06,0.0128024980483998,0.5,0.0,0.0064012490241999,1.3767231954779802,0.0064012490241999,1.1816307887517115,0.0,1.097631976084357,0.0,1.1602795708597924,1.3588541803042635
2021-05-07,0.0036226298751349,-1.0,1.5,-0.0043726298751349,1.370703294503642,0.00181131493756745,1.183771094250067,-0.0041226298751348995,1.093106845707848,-0.0041226298751349,1.155496167637457,1.3637768060537858
2021-05-10,-0.0258044697027879,-1.0,0.0,0.0258044697027879,1.4060735661381727,-0.01290223485139395,1.168497801581761,0.0258044697027879,1.1213138881898264,-0.0005,1.1549184195536384,1.328585268780606
2021-05-11,-0.0074103271580606,-1.0,0.0,0.0074103271580606,1.4164930312715573,-0.0037051635790303,1.1641683260851634,0.0074103271580606,1.12962319094819,0.0069103271580606,1.1628992836736243,1.3187400172815618
2021-05-12,-0.0249384480978476,-1.0,0.0,0.0249384480978476,1.451818169212886,-0.0124692240489238,1.1496520503965468,0.0249384480978476,1.1577942402657764,0.0249384480978476,1.1919001871025432,1.2858526878060308
2021-05-13,0.0179196872200049,0.5,1.5,0.00820984361000245,1.4637373693322837,0.00895984361000245,1.1599527529740186,-0.0005,1.1572153431456436,-0.0005,1.191304237008992,1.3088947657825174
2021-05-14,0.0198447627430584,0.5,0.0,0.0099223813715292,1.4782611297385575,0.0099223813715292,1.171462246561982,0.0,1.1572153431456436,0.0,1.191304237008992,1.3348694718651026
2021-05-17,-0.0092585327579443,0.5,0.0,-0.00462926637897215,1.4714178651913175,-0.00462926637897215,1.1660392357697373,-0.0,1.1572153431456436,-0.0,1.191304237008992,1.3225105391322598
2021-05-18,-0.0112457432485942,0.5,0.0,-0.0056228716242971,1.4631442714296494,-0.0056228716242971,1.1594827468381106,-0.0,1.1572153431456436,-0.0,1.191304237008992,1.3076379251656185
2021-05-19,-0.0012815378454145,-1.0,1.5,0.0005315378454145,1.4639219879832157,-0.00064076892270725,1.1587397863275215,0.0007815378454145,1.1581197507316063,0.0007815378454145,1.1922352863556172,1.3059621376764194
2021-05-20,0.0210121100328815,0.5,1.5,0.00975605501644075,1.4782040914377574,0.01050605501644075,1.1709135702724172,-0.0005,1.1575406908562407,-0.0005,1.1916391687124395,1.3334031578120535
2021-05-21,-0.0147671039195663,0.5,0.0,-0.00738355195978315,1.4672896947214626,-0.00738355195978315,1.1622680690858955,-0.0,1.1575406908562407,-0.0,1.1916391687124395,1.313712654813965
2021-05-24,0.013314199154907,0.5,0.0,0.0066570995774535,1.477057588328195,0.0066570995774535,1.170005403357495,0.0,1.1575406908562407,0.0,1.1916391687124395,1.33120368673248
