window,sma_window,rsi_threshold,observations,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,positive_day_rate,exposure,active_days,active_day_hit_rate,total_turnover,estimated_cost
2,20,40,132,0.22206918715112112,0.4664720455127711,0.11863006390276182,2.9502468083353244,3.5293292655570316,0.022196974785903212,0.07575757575757576,0.08333333333333333,11,0.9090909090909091,20.0,0.01
2,20,45,132,0.22206918715112112,0.4664720455127711,0.11863006390276182,2.9502468083353244,3.5293292655570316,0.022196974785903212,0.07575757575757576,0.08333333333333333,11,0.9090909090909091,20.0,0.01
2,20,50,132,0.18342401222353555,0.3792139112277646,0.11063155893178883,2.6002006634238577,2.9008479178807116,0.022196974785903212,0.06818181818181818,0.07575757575757576,10,0.9,20.0,0.01
2,20,55,132,0.10178189329844467,0.20327359426487535,0.09265672900356707,1.6110945948322837,1.2837655580288103,0.022196974785903212,0.045454545454545456,0.05303030303030303,7,0.8571428571428571,14.0,0.007
2,20,60,132,0.05509393983391786,0.10780898146315221,0.08030991451217576,0.8159505989700203,0.4880354568478144,0.022196974785903212,0.030303030303030304,0.03787878787878788,5,0.8,10.0,0.005
2,30,40,132,0.18342401222353555,0.3792139112277646,0.11063155893178883,2.6002006634238577,2.9008479178807116,0.022196974785903212,0.06818181818181818,0.07575757575757576,10,0.9,20.0,0.01
2,30,45,132,0.18342401222353555,0.3792139112277646,0.11063155893178883,2.6002006634238577,2.9008479178807116,0.022196974785903212,0.06818181818181818,0.07575757575757576,10,0.9,20.0,0.01
2,30,50,132,0.18342401222353555,0.3792139112277646,0.11063155893178883,2.6002006634238577,2.9008479178807116,0.022196974785903212,0.06818181818181818,0.07575757575757576,10,0.9,20.0,0.01
2,30,55,132,0.10178189329844467,0.20327359426487535,0.09265672900356707,1.6110945948322837,1.2837655580288103,0.022196974785903212,0.045454545454545456,0.05303030303030303,7,0.8571428571428571,14.0,0.007
2,30,60,132,0.05509393983391786,0.10780898146315221,0.08030991451217576,0.8159505989700203,0.4880354568478144,0.022196974785903212,0.030303030303030304,0.03787878787878788,5,0.8,10.0,0.005
3,10,40,132,0.31156806456014774,0.6783147419808329,0.16969494937369772,2.9005780174383275,4.328575352705875,0.02486812163527463,0.09090909090909091,0.12121212121212122,16,0.75,28.0,0.014
3,10,45,132,0.31156806456014774,0.6783147419808329,0.16969494937369772,2.9005780174383275,4.328575352705875,0.02486812163527463,0.09090909090909091,0.12121212121212122,16,0.75,28.0,0.014
3,10,50,132,0.21806994724411366,0.4573238486777007,0.133570614616157,2.586771811878131,3.5663472514724845,0.022196974785903212,0.07575757575757576,0.09848484848484848,13,0.7692307692307693,24.0,0.012
3,10,55,132,0.08385584963951387,0.16617525551518608,0.0910283210439711,1.2940347380803716,1.0828665266093642,0.022196974785903212,0.03787878787878788,0.05303030303030303,7,0.7142857142857143,14.0,0.007
3,10,60,132,0.05509393983391786,0.10780898146315221,0.08030991451217565,0.8159505989700214,0.4880354568478144,0.022196974785903212,0.030303030303030304,0.03787878787878788,5,0.8,10.0,0.005
3,20,40,132,0.23540225154186922,0.4971680821104929,0.14589285711514433,2.5651850097198348,2.5560305998776474,0.03225947725294187,0.08333333333333333,0.10606060606060606,14,0.7857142857142857,24.0,0.012
3,20,45,132,0.23540225154186922,0.4971680821104929,0.14589285711514433,2.5651850097198348,2.5560305998776474,0.03225947725294187,0.08333333333333333,0.10606060606060606,14,0.7857142857142857,24.0,0.012
3,20,50,132,0.19633544859917706,0.40808346985636446,0.1395100857555981,2.235812944533036,2.1303668612177544,0.03225947725294187,0.07575757575757576,0.09848484848484848,13,0.7692307692307693,24.0,0.012
3,20,55,132,0.08385584963951387,0.16617525551518608,0.0910283210439711,1.2940347380803716,1.0828665266093642,0.022196974785903212,0.03787878787878788,0.05303030303030303,7,0.7142857142857143,14.0,0.007
3,20,60,132,0.05509393983391786,0.10780898146315221,0.08030991451217565,0.8159505989700214,0.4880354568478144,0.022196974785903212,0.030303030303030304,0.03787878787878788,5,0.8,10.0,0.005
3,30,40,132,0.0867369214187299,0.17210037844730652,0.11399503461731023,1.0983683543962792,0.8297267489904475,0.04913633163516906,0.06818181818181818,0.09848484848484848,13,0.6923076923076923,24.0,0.012
3,30,45,132,0.0867369214187299,0.17210037844730652,0.11399503461731023,1.0983683543962792,0.8297267489904475,0.04913633163516906,0.06818181818181818,0.09848484848484848,13,0.6923076923076923,24.0,0.012
3,30,50,132,0.09240752496891314,0.18380412656185152,0.10988524213877,1.2257524501091115,0.8630803534510844,0.03549354093132706,0.05303030303030303,0.07575757575757576,10,0.7,20.0,0.01
3,30,55,132,0.08385584963951387,0.16617525551518608,0.0910283210439711,1.2940347380803716,1.0828665266093642,0.022196974785903212,0.03787878787878788,0.05303030303030303,7,0.7142857142857143,14.0,0.007
3,30,60,132,0.05509393983391786,0.10780898146315221,0.08030991451217565,0.8159505989700214,0.4880354568478144,0.022196974785903212,0.030303030303030304,0.03787878787878788,5,0.8,10.0,0.005
4,10,40,132,0.2072600788199015,0.43273291933116687,0.19969940031997532,1.6989076001578232,2.1290852209291957,0.10437930099491433,0.13636363636363635,0.25,33,0.5454545454545454,45.0,0.0225
4,10,45,132,0.20307330072483687,0.42326213963646375,0.1996083768986276,1.666315998770725,2.085781072485891,0.10748531368419867,0.12878787878787878,0.23484848484848486,31,0.5483870967741935,45.0,0.0225
4,10,50,132,0.13036297728460866,0.26356578104797634,0.1633003801968875,1.268157972594213,1.2900959759127602,0.0634189206879795,0.09090909090909091,0.16666666666666666,22,0.5454545454545454,36.0,0.018
4,10,55,132,0.042407617720511714,0.08251861504696101,0.12052011864798161,0.38517397459086705,0.30967965155496896,0.051077751493557866,0.05303030303030303,0.11363636363636363,15,0.4666666666666667,24.0,0.012
4,10,60,132,-0.01270161568208994,-0.024108486946179286,0.10024810666885291,-0.5931271006407245,-0.3426184121295501,0.07232126467229794,0.03787878787878788,0.08333333333333333,11,0.45454545454545453,16.0,0.008
4,20,40,132,0.16271748642273898,0.3335097875084252,0.17490128161966173,1.503534551422391,1.5327572531058271,0.06518142521437764,0.11363636363636363,0.19696969696969696,26,0.5769230769230769,39.0,0.0195
4,20,45,132,0.16271748642273898,0.3335097875084252,0.17490128161966173,1.503534551422391,1.5327572531058271,0.06518142521437764,0.11363636363636363,0.19696969696969696,26,0.5769230769230769,39.0,0.0195
4,20,50,132,0.1101934684204724,0.22087214244394726,0.16808264534039072,1.0321852893495989,0.982684706519568,0.06341892068797916,0.09090909090909091,0.16666666666666666,22,0.5454545454545454,36.0,0.018
4,20,55,132,0.042407617720511714,0.08251861504696101,0.12052011864798161,0.38517397459086705,0.30967965155496896,0.051077751493557866,0.05303030303030303,0.11363636363636363,15,0.4666666666666667,24.0,0.012
